geometry,OBJECTID,NAME,LABEL,Shape_Length
"LINESTRING (-97.551003 2.088, -97.584999 1.898)",491,Nazca:Cocos,Transform Boundary,0.19301758828786456
"LINESTRING (-96.175003 1.873, -96.120003 2.238)",492,Nazca:Cocos,Transform Boundary,0.3691205138230146
"LINESTRING (-97.584999 1.898, -96.879997 1.886, -96.175003 1.873)",493,Nazca:Cocos,Divergent Boundary,1.4102180013608625
"LINESTRING (-91.538002 2.011, -91.560997 1.817)",494,Nazca:Cocos,Transform Boundary,0.19535794270394005
"LINESTRING (-102.103996 1.904, -102.133003 1.778)",495,Pacific:Nazca,Divergent Boundary,0.12929584449319298
"LINESTRING (-102.133003 1.778, -102.262001 1.752)",496,Pacific:Nazca,Transform Boundary,0.13159192341619058
"LINESTRING (-91.560997 1.817, -90.696999 1.736)",497,Nazca:Cocos,Divergent Boundary,0.8677869966981824
"LINESTRING (-30.962 4.061, -30.886999 3.255, -30.811001 2.449, -30.736 1.643)",498,African:South American,Divergent Boundary,2.428538910302068
"LINESTRING (65.991997 2.052, 66.333 1.859, 66.672997 1.621)",499,African:Indian,Divergent Boundary,0.8068518998896189
"LINESTRING (-30.736 1.643, -30.027 1.607)",500,African:South American,Transform Boundary,0.7099130100782662
"LINESTRING (-84.575996 1.598, -84.570999 2.066, -84.567001 2.534, -84.467003 3.112)",501,Nazca:Cocos,Transform Boundary,1.52263016935976
"LINESTRING (-85.348999 1.644, -84.575996 1.598)",502,Nazca:Cocos,Divergent Boundary,0.7743701034148374
"LINESTRING (-102.262001 1.752, -102.230003 1.541)",503,Pacific:Nazca,Divergent Boundary,0.21341236461576077
"LINESTRING (-102.230003 1.541, -102.257004 1.528)",504,Pacific:Nazca,Transform Boundary,0.02996703753106158
"LINESTRING (66.672997 1.621, 66.492996 1.331)",505,African:Indian,Transform Boundary,0.34132119328832794
"LINESTRING (-102.257004 1.528, -102.222 1.361, -102.242996 1.349, -102.203003 1.221)",506,Pacific:Nazca,Divergent Boundary,0.32891487424103194
"LINESTRING (-102.203003 1.221, -102.223 1.214)",507,Pacific:Nazca,Transform Boundary,0.021186441789727065
"LINESTRING (-102.223 1.214, -102.181 1.134)",508,Pacific:Nazca,Divergent Boundary,0.09035480938160441
"LINESTRING (-90.696999 1.736, -90.663002 1.12)",509,Nazca:Cocos,Transform Boundary,0.6169373470284069
"LINESTRING (66.492996 1.331, 66.870003 1.068)",510,African:Indian,Divergent Boundary,0.45967698423795056
"LINESTRING (-85.386002 0.832, -85.348999 1.644)",511,Nazca:Cocos,Transform Boundary,0.8128426962969816
"LINESTRING (-90.663002 1.12, -89.783997 1.073, -88.903999 1.025, -88.024002 0.977, -87.144997 0.929, -86.265999 0.88, -85.386002 0.832)",512,Nazca:Cocos,Divergent Boundary,5.28485472944395
"LINESTRING (-29.92 0.797, -29.209999 0.849, -28.347 0.953, -27.830999 1.007, -27.315001 1.062, -26.474001 1.159)",513,African:South American,Transform Boundary,3.465461029252053
"LINESTRING (-30.027 1.607, -29.92 0.797)",514,African:South American,Divergent Boundary,0.817036767455954
"LINESTRING (66.870003 1.068, 66.656998 0.722)",515,African:Indian,Transform Boundary,0.40630915289937025
"LINESTRING (-102.181 1.134, -102.239998 0.713)",516,Pacific:Nazca,Divergent Boundary,0.4251137845072911
"LINESTRING (-102.239998 0.713, -102.209999 0.706)",517,Pacific:Nazca,Transform Boundary,0.03080466196652581
"LINESTRING (-26.289 0.498, -25.659 0.556, -25.028999 0.614)",518,African:South American,Transform Boundary,1.2653286466375049
"LINESTRING (-26.474001 1.159, -26.289 0.498)",519,African:South American,Divergent Boundary,0.6864011687865833
"LINESTRING (66.656998 0.722, 67.158997 0.337)",520,African:Indian,Divergent Boundary,0.6326356693009476
"LINESTRING (67.158997 0.337, 66.838997 -0.039)",521,African:Indian,Transform Boundary,0.4937365842105549
"LINESTRING (66.838997 -0.039, 67.209 -0.34)",522,African:Indian,Divergent Boundary,0.4769727821501189
"LINESTRING (-16.252001 -0.556, -16.037001 -0.52)",523,African:South American,Transform Boundary,0.2179932719243877
"LINESTRING (-16.497999 0.299, -16.252001 -0.556)",524,African:South American,Divergent Boundary,0.8896854415634772
"LINESTRING (67.209 -0.34, 67.023003 -0.578)",525,African:Indian,Transform Boundary,0.3020577596123551
"LINESTRING (67.023003 -0.578, 67.662003 -1.04)",526,African:Indian,Divergent Boundary,0.7885206893328621
"LINESTRING (-24.612 -1.103, -24.051001 -1.034, -23.49 -0.964, -22.934999 -0.88, -22.381001 -0.796, -21.544001 -0.68, -21.017 -0.588, -20.49 -0.497, -19.674999 -0.333, -18.85 -0.176, -18.368999 -0.073, -17.889 0.031, -17.323 0.15, -16.757 0.269, -16.497999 0.299)",527,African:South American,Transform Boundary,8.238665247838837
"LINESTRING (-25.028999 0.614, -24.820999 -0.245, -24.612 -1.103)",528,African:South American,Divergent Boundary,1.7669124301148567
"LINESTRING (-15.841 -1.143, -15.565 -1.073)",529,African:South American,Transform Boundary,0.2847385117964275
"LINESTRING (-16.037001 -0.52, -15.841 -1.143)",530,African:South American,Divergent Boundary,0.6531044672801314
"LINESTRING (138.703352 -0.714632, 138.118484 -0.557989, 137.434596 -0.459652, 136.942993 -0.422, 136.430162 -0.269286, 135.697961 -0.036164, 135.164155 0.189805, 134.952472 0.246457, 134.772743 0.261798, 134.470993 0.259, 133.904538 0.136721, 133.458234 -0.05124)",531,Pacific:Australia,Convergent Boundary,5.43766252392806
"LINESTRING (-102.209999 0.706, -102.252998 0.372, -102.293999 0.157, -102.319 -0.015, -102.397003 -0.503, -102.524002 -1.283)",532,Pacific:Nazca,Divergent Boundary,2.013904556100147
"LINESTRING (-102.524002 -1.283, -102.399002 -1.283)",533,Pacific:Nazca,Transform Boundary,0.12500000064954975
"LINESTRING (67.662003 -1.04, 67.366997 -1.44)",534,African:Indian,Transform Boundary,0.4970196144266782
"LINESTRING (-15.41 -1.493, -14.659 -1.301, -13.909 -1.108, -13.158 -0.915)",535,African:South American,Transform Boundary,2.3249924379960225
"LINESTRING (-15.565 -1.073, -15.41 -1.493)",536,African:South American,Divergent Boundary,0.447688486756982
"LINESTRING (-102.399002 -1.283, -102.461998 -1.533)",537,Pacific:Nazca,Divergent Boundary,0.25781482702097536
"LINESTRING (-102.461998 -1.533, -102.306999 -1.596)",538,Pacific:Nazca,Transform Boundary,0.16731293168769296
"LINESTRING (-102.306999 -1.596, -102.402 -1.907)",539,Pacific:Nazca,Divergent Boundary,0.3251864472039335
"LINESTRING (-102.402 -1.907, -102.621002 -1.906)",540,Pacific:Nazca,Transform Boundary,0.2190040533584466
"LINESTRING (67.366997 -1.44, 67.929001 -1.913)",541,African:Indian,Divergent Boundary,0.7345594124242114
"LINESTRING (67.929001 -1.913, 67.788002 -2.088)",542,African:Indian,Transform Boundary,0.22473472795023658
"LINESTRING (-12.701 -2.099, -12.164 -1.945)",543,African:South American,Transform Boundary,0.5586462943545467
"LINESTRING (-13.158 -0.915, -12.93 -1.507, -12.701 -2.099)",544,African:South American,Divergent Boundary,1.2691357548193962
"LINESTRING (67.788002 -2.088, 68.249001 -2.54)",545,African:Indian,Divergent Boundary,0.6456187428802753
"LINESTRING (143.109199 -2.609361, 142.509787 -2.276318, 142.075838 -2.004465, 141.642082 -1.791677, 141.068869 -1.574858, 140.415056 -1.329023, 139.91677 -1.144979, 139.247768 -0.897141, 138.692366 -0.708876)",546,Pacific:Australia,Convergent Boundary,4.82334544845846
"LINESTRING (68.249001 -2.54, 67.891998 -2.888)",547,African:Australian,Transform Boundary,0.4985525522034172
"LINESTRING (-102.621002 -1.906, -102.686996 -2.436, -102.753998 -2.934)",548,Pacific:Nazca,Divergent Boundary,1.0365799075686528
"LINESTRING (-102.753998 -2.934, -102.566002 -2.936)",549,Pacific:Nazca,Transform Boundary,0.18800655020151866
"LINESTRING (-78.631366 7.122803, -78.545855 6.983423, -78.455844 6.848499, -78.383836 6.727034, -78.311827 6.62804, -78.25782 6.547029, -78.203814 6.452501, -78.16781 6.362457, -78.127305 6.267893, -78.072497 6.135514, -78.036501 6.066516, -77.983287 5.848907, -77.947283 5.506273, -78.0665 4.845543, -78.328501 4.079558, -78.648501 3.405568, -79.151499 2.793576, -79.464495 2.44058, -79.777499 2.087583, -80.278498 1.562588, -80.560496 1.06659, -80.873499 0.445592, -81.215495 -0.270408, -81.401499 -1.08141, -81.585497 -1.800414, -81.518496 -2.42342, -81.638499 -2.986426, -81.585497 -3.231429)",550,South American:Nazca,Convergent Boundary,11.560139892753437
"LINESTRING (144.31184 -4.069258, 144.473944 -4.387809, 145.411038 -5.477524, 146.359424 -6.393315, 147.263793 -7.057296, 147.898863 -7.32425, 148.560755 -7.408192)",551,Australia:Pacific,Convergent Boundary,5.591058891432661
"LINESTRING (67.891998 -2.888, 68.269997 -3.351, 68.667 -3.771)",552,African:Australian,Divergent Boundary,1.1756426327778757
"LINESTRING (-12.164 -1.945, -11.999 -2.4, -11.834 -2.855, -12.029 -3.013, -11.898 -3.493, -11.766 -3.972)",553,African:South American,Divergent Boundary,2.2133742760194854
"LINESTRING (-102.566002 -2.936, -102.570999 -3.435, -102.735001 -4.056)",554,Pacific:Nazca,Divergent Boundary,1.1413159432784261
"LINESTRING (-102.735001 -4.056, -103.637001 -3.951, -104.539001 -3.844)",555,Pacific:Nazca,Transform Boundary,1.816415999298092
"LINESTRING (-11.766 -3.972, -12.097 -4.103)",556,African:South American,Transform Boundary,0.35598074509181876
"LINESTRING (68.667 -3.771, 68.348999 -4.118)",557,African:Australian,Transform Boundary,0.47067354840486253
"LINESTRING (-104.539001 -3.844, -104.698997 -4.152)",558,Pacific:Nazca,Divergent Boundary,0.34707727912322023
"LINESTRING (-104.698997 -4.152, -105.379997 -4.078)",559,Pacific:Nazca,Transform Boundary,0.6850085041570186
"LINESTRING (68.348999 -4.118, 68.750999 -4.549)",560,African:Australian,Divergent Boundary,0.5893769028682573
"LINESTRING (-105.379997 -4.078, -105.543999 -4.569)",561,Pacific:Nazca,Divergent Boundary,0.517665127278261
"LINESTRING (-105.543999 -4.569, -106.252998 -4.494)",562,Pacific:Nazca,Transform Boundary,0.7129554349931173
"LINESTRING (-12.097 -4.103, -12.039 -4.587)",563,African:South American,Divergent Boundary,0.48746261703690047
"LINESTRING (-12.039 -4.587, -12.144 -4.609)",564,African:South American,Transform Boundary,0.10728055679941285
"LINESTRING (-12.019 -5.026, -11.604 -4.942)",565,African:South American,Transform Boundary,0.4234158553873979
"LINESTRING (-12.144 -4.609, -12.019 -5.026)",566,African:South American,Divergent Boundary,0.43533188121880123
"LINESTRING (68.750999 -4.549, 68.198997 -5.042)",567,African:Australian,Transform Boundary,0.7401048485910343
"LINESTRING (-11.516 -5.415, -11.167 -5.377)",568,African:South American,Transform Boundary,0.35106266081096443
"LINESTRING (-11.604 -4.942, -11.516 -5.415)",569,African:South American,Divergent Boundary,0.4811165135223826
"LINESTRING (68.198997 -5.042, 68.607002 -5.472)",570,African:Australian,Divergent Boundary,0.5927631464458245
"LINESTRING (-106.252998 -4.494, -106.449997 -5.043, -106.586998 -5.624)",571,Pacific:Nazca,Divergent Boundary,1.1802089339834827
"LINESTRING (-106.586998 -5.624, -106.740997 -5.62)",572,Pacific:Nazca,Transform Boundary,0.15405127326180204
"LINESTRING (-11.167 -5.377, -11.022 -5.93)",573,African:South American,Divergent Boundary,0.5716938228967927
"LINESTRING (-106.740997 -5.62, -106.751999 -6.019)",574,Pacific:Nazca,Divergent Boundary,0.39915181195525873
"LINESTRING (-106.751999 -6.019, -106.845001 -6.016)",575,Pacific:Nazca,Transform Boundary,0.0930507008865747
"LINESTRING (-11.022 -5.93, -11.267 -6.02)",576,African:South American,Transform Boundary,0.2610076082779518
"LINESTRING (68.607002 -5.472, 68.219002 -5.891, 67.781998 -6.259)",577,African:Australian,Transform Boundary,1.1423674257032732
"LINESTRING (-106.845001 -6.016, -106.949997 -6.443)",578,Pacific:Nazca,Divergent Boundary,0.4397193896766178
"LINESTRING (-106.949997 -6.443, -107.441002 -6.367)",579,Pacific:Nazca,Transform Boundary,0.49685190441409544
"LINESTRING (-11.267 -6.02, -11.181 -6.755)",580,African:South American,Divergent Boundary,0.7400143728090971
"LINESTRING (67.781998 -6.259, 68.274002 -6.811)",581,African:Australian,Divergent Boundary,0.7394405821111383
"LINESTRING (68.274002 -6.811, 67.810997 -7.253)",582,African:Australian,Transform Boundary,0.6401075014526715
"LINESTRING (153.929993 -6.265, 154.225006 -6.507, 154.539993 -6.818, 154.927002 -7.293)",583,Australia:Pacific,Convergent Boundary,1.4369202038330566
"LINESTRING (-11.181 -6.755, -11.993 -6.961, -12.807 -7.165, -13.621 -7.367)",584,African:South American,Transform Boundary,2.515586475560462
"LINESTRING (148.587006 -7.395, 149.313995 -7.032, 149.860001 -6.939, 150.145996 -6.881, 150.662994 -6.694, 151.147995 -6.443, 151.558229 -6.237766, 151.90345 -6.069169, 152.273317 -5.884451, 152.644964 -5.753964, 153.00992 -5.761534, 153.424013 -5.959398, 153.929993 -6.265)",585,Australia:Pacific,Convergent Boundary,5.819437590730607
"LINESTRING (154.927002 -7.293, 155.453995 -7.489)",586,Australia:Pacific,Convergent Boundary,0.5622608485804222
"LINESTRING (67.810997 -7.253, 68.072998 -7.648)",587,African:Australian,Divergent Boundary,0.4739931735750326
"LINESTRING (68.072998 -7.648, 67.641998 -8.027)",588,African:Australian,Transform Boundary,0.5739357910896993
"LINESTRING (155.453995 -7.489, 155.811996 -7.706, 156.046997 -7.884, 156.416352 -8.118043)",589,Australia:Pacific,Convergent Boundary,1.1507007792846335
"LINESTRING (-13.357 -8.411, -13.191 -8.374)",590,African:South American,Transform Boundary,0.17007401375161926
"LINESTRING (-13.621 -7.367, -13.489 -7.889, -13.357 -8.411)",591,African:South American,Divergent Boundary,1.0768622379772064
"LINESTRING (67.641998 -8.027, 68.039001 -8.492)",592,African:Australian,Divergent Boundary,0.6114211117579856
"LINESTRING (-107.441002 -6.367, -107.607002 -6.759, -107.653 -7.186, -107.879997 -7.514, -108.063004 -8.24, -108.192001 -8.357, -108.32 -9.145)",593,Pacific:Nazca,Divergent Boundary,2.9752502002067613
"LINESTRING (-108.32 -9.145, -109.038002 -9.035, -109.755997 -8.925)",594,Pacific:Nazca,Transform Boundary,1.4527517085588464
"LINESTRING (-13.191 -8.374, -13.023 -9.225)",595,African:South American,Divergent Boundary,0.8674251625439141
"LINESTRING (68.039001 -8.492, 67.565002 -8.881, 67.089996 -9.27)",596,African:Australian,Transform Boundary,1.2271497179810922
"LINESTRING (-13.023 -9.225, -13.248 -9.276)",597,African:South American,Transform Boundary,0.2307078993082784
"LINESTRING (67.089996 -9.27, 67.377998 -9.63)",598,African:Australian,Divergent Boundary,0.4610259347129354
"LINESTRING (-109.755997 -8.925, -109.857002 -9.677)",599,Pacific:Nazca,Divergent Boundary,0.7587528610003501
"LINESTRING (-109.857002 -9.677, -110.070999 -9.665)",600,Pacific:Nazca,Transform Boundary,0.2143330819596331
"LINESTRING (-13.248 -9.276, -13.166 -9.794)",601,African:South American,Divergent Boundary,0.5244498071498944
"LINESTRING (-13.166 -9.794, -13.315 -9.825)",602,African:South American,Transform Boundary,0.1521899286546881
"LINESTRING (67.377998 -9.63, 66.919998 -9.99, 66.459999 -10.35)",603,African:Australian,Transform Boundary,1.1666724299739952
"LINESTRING (66.459999 -10.35, 66.787003 -10.762)",604,African:Australian,Divergent Boundary,0.5259990778971145
"LINESTRING (-110.070999 -9.665, -110.218002 -10.08, -110.292 -10.802)",605,Pacific:Nazca,Divergent Boundary,1.1660490548613118
"LINESTRING (-110.292 -10.802, -110.446999 -10.822)",606,Pacific:Nazca,Transform Boundary,0.15628372142864042
"LINESTRING (66.787003 -10.762, 66.167 -11.21)",607,African:Australian,Transform Boundary,0.7649231099264292
"LINESTRING (-13.315 -9.825, -13.174 -10.623, -13.031 -11.422)",608,African:South American,Divergent Boundary,1.6220568090005782
"LINESTRING (156.416352 -8.118043, 156.695487 -8.330914, 157.016037 -8.608392, 157.101351 -8.685424, 157.177002 -8.746, 157.240997 -8.784, 157.317001 -8.823, 157.419006 -8.9, 157.572006 -8.965, 157.647995 -9.004, 157.723999 -9.068, 157.826996 -9.107, 157.916 -9.159, 157.992004 -9.21, 158.056 -9.249, 158.145004 -9.313, 158.272995 -9.39, 158.388 -9.442, 158.477997 -9.481, 158.580002 -9.507, 158.709 -9.546, 158.904229 -9.654448, 159.057649 -9.722036, 159.220993 -9.829, 159.285004 -9.88, 159.362 -9.931, 159.438995 -9.969, 159.503006 -10.021, 159.580002 -10.084, 159.643997 -10.123, 159.707993 -10.174, 159.772003 -10.2, 159.837006 -10.251, 159.914001 -10.276, 159.977997 -10.315, 160.067993 -10.379, 160.132004 -10.417, 160.210007 -10.468, 160.287003 -10.519, 160.363998 -10.57, 160.492996 -10.634, 160.544006 -10.672, 160.621994 -10.723, 160.725006 -10.787, 160.776001 -10.838, 160.867004 -10.914, 160.931 -10.965, 160.996002 -11.029, 161.059998 -11.054, 161.125 -11.13, 161.201996 -11.168, 161.306 -11.194, 161.384003 -11.232, 161.460999 -11.245, 161.552002 -11.283, 161.818227 -11.319267, 162.037796 -11.348794, 162.260878 -11.368533, 162.496634 -11.341116)",609,Pacific:Australian,Convergent Boundary,7.0465277415635805
"LINESTRING (66.167 -11.21, 66.417999 -11.559)",610,African:Australian,Divergent Boundary,0.4298856914079248
"LINESTRING (-13.031 -11.422, -13.524 -11.539, -14.018 -11.655, -14.512 -11.771, -15.006 -11.885)",611,African:South American,Transform Boundary,2.0285493348924257
"LINESTRING (66.417999 -11.559, 65.697998 -12.019)",612,African:Australian,Transform Boundary,0.8544014236540289
"LINESTRING (-14.908 -12.339, -14.861 -12.32)",613,African:South American,Transform Boundary,0.05069512408233405
"LINESTRING (-15.006 -11.885, -14.908 -12.339)",614,African:South American,Divergent Boundary,0.46445611221199934
"LINESTRING (-14.791 -12.656, -14.55 -12.577)",615,African:South American,Transform Boundary,0.25361813664721244
"LINESTRING (-14.861 -12.32, -14.791 -12.656)",616,African:South American,Divergent Boundary,0.3432145891175003
"LINESTRING (-110.446999 -10.822, -110.485001 -11.394, -110.675003 -11.472, -110.926003 -11.968, -111.077003 -12.742)",617,Pacific:Nazca,Divergent Boundary,2.1231353916830256
"LINESTRING (-111.077003 -12.742, -110.891998 -12.755)",618,Pacific:Nazca,Transform Boundary,0.1854614042704538
"LINESTRING (65.697998 -12.019, 66.032997 -12.426, 66.369003 -12.833)",619,African:Australian,Divergent Boundary,1.0549146211078457
"LINESTRING (-14.55 -12.577, -14.41 -13.218)",620,African:South American,Divergent Boundary,0.6561113133201404
"LINESTRING (-14.41 -13.218, -14.6 -13.266)",621,African:South American,Transform Boundary,0.19596975162015878
"LINESTRING (66.369003 -12.833, 65.820999 -13.268)",622,African:Australian,Transform Boundary,0.6996664091989818
"LINESTRING (-110.891998 -12.755, -111.007004 -13.411)",623,Pacific:Nazca,Divergent Boundary,0.6660048381338224
"LINESTRING (-111.007004 -13.411, -111.191002 -13.396)",624,Pacific:Nazca,Transform Boundary,0.18460854268235408
"LINESTRING (-111.191002 -13.396, -111.265999 -13.541)",625,Pacific:Nazca,Divergent Boundary,0.16324728164219454
"LINESTRING (-111.265999 -13.541, -111.846001 -13.465, -112.426003 -13.386)",626,Pacific:Nazca,Transform Boundary,1.1703172873564671
"LINESTRING (65.820999 -13.268, 66.209999 -13.777)",627,African:Australian,Divergent Boundary,0.6406268373505861
"LINESTRING (164.57746 -10.896015, 164.785042 -10.96861, 164.957972 -11.050127, 165.119302 -11.178491, 165.2845 -11.333415, 165.434087 -11.503895, 165.542171 -11.666259, 165.621002 -11.887, 165.714996 -12.127, 165.770004 -12.316, 165.837997 -12.517, 165.893997 -12.744, 165.908997 -12.87, 165.951996 -13.072, 166.020004 -13.261, 166.089996 -13.513, 166.132004 -13.676, 166.154007 -13.779)",628,Pacific:Australian,Convergent Boundary,3.4700354848902935
"LINESTRING (66.209999 -13.777, 65.928001 -13.979)",629,African:Australian,Transform Boundary,0.3468811843741514
"LINESTRING (-14.478 -14.208, -13.643 -14.035)",630,African:South American,Transform Boundary,0.8527333584298006
"LINESTRING (-14.6 -13.266, -14.539 -13.737, -14.478 -14.208)",631,African:South American,Divergent Boundary,0.9498678342050102
"LINESTRING (-174.753998 -14.334, -174.082993 -14.379, -173.835999 -14.534)",632,Pacific:Australian,Transform Boundary,0.9641136876860086
"LINESTRING (-173.835999 -14.534, -173.406998 -14.584)",633,Pacific:Australian,Transform Boundary,0.4319046849651156
"LINESTRING (-112.426003 -13.386, -112.439003 -13.865, -112.581001 -14.062, -112.612999 -14.718)",634,Pacific:Nazca,Divergent Boundary,1.3787995103659398
"LINESTRING (-112.612999 -14.718, -112.765999 -14.704)",635,Pacific:Nazca,Transform Boundary,0.15363906077663902
"LINESTRING (-13.643 -14.035, -13.435 -14.849, -13.226 -15.663)",636,African:South American,Divergent Boundary,1.6805578335242706
"LINESTRING (-13.226 -15.663, -13.384 -15.688)",637,African:South American,Transform Boundary,0.1599655536131545
"LINESTRING (-81.598999 -3.245, -81.926003 -3.721, -82.010002 -4.504, -81.998001 -5.253, -81.954002 -6.003, -81.783997 -6.655, -81.549004 -7.306, -81.375 -7.988, -81.041 -8.665, -80.700996 -9.434, -80.367996 -9.921, -79.997002 -10.56, -79.617996 -11.291, -79.147003 -11.89, -78.665001 -12.641, -78.406998 -13.014, -78.148003 -13.387, -77.639 -13.914, -77.125 -14.467, -76.764999 -14.843, -76.403 -15.219, -75.916 -15.736)",638,South American:Nazca,Convergent Boundary,14.485533499094887
"LINESTRING (65.928001 -13.979, 66.208 -14.339, 66.487999 -14.698, 66.888 -15.27, 67.290001 -15.821, 67.383003 -15.942)",639,African:Australian,Divergent Boundary,2.444008355077709
"LINESTRING (67.383003 -15.942, 67.032997 -16.139)",640,African:Australian,Transform Boundary,0.4016380147247832
"LINESTRING (-13.384 -15.688, -13.239 -16.212)",641,African:South American,Divergent Boundary,0.5436920377712815
"LINESTRING (-112.765999 -14.704, -112.869003 -15.248, -112.973 -15.792, -113.066002 -16.351)",642,Pacific:Nazca,Divergent Boundary,1.674200241089842
"LINESTRING (-113.066002 -16.351, -112.973 -16.361)",643,Pacific:Nazca,Transform Boundary,0.09353841960120331
"LINESTRING (-13.239 -16.212, -13.77 -16.323, -14.302 -16.433001)",644,African:South American,Transform Boundary,1.085730679867078
"LINESTRING (67.032997 -16.139, 67.410004 -16.659)",645,African:Australian,Divergent Boundary,0.6422884092184427
"LINESTRING (-112.973 -16.361, -113.165001 -16.67)",646,Pacific:Nazca,Divergent Boundary,0.3637932444663061
"LINESTRING (-113.165001 -16.67, -113.041 -16.683001)",647,Pacific:Nazca,Transform Boundary,0.12468018631692265
"LINESTRING (-14.302 -16.433001, -14.238 -16.764)",648,African:South American,Divergent Boundary,0.337129949350383
"LINESTRING (-14.238 -16.764, -14.369 -16.777)",649,African:South American,Transform Boundary,0.13164402188536004
"LINESTRING (-113.041 -16.683001, -113.240997 -17.052)",650,Pacific:Nazca,Divergent Boundary,0.41971346893236017
"LINESTRING (-113.240997 -17.052, -113.116997 -17.065001)",651,Pacific:Nazca,Transform Boundary,0.12468018631692265
"LINESTRING (-113.116997 -17.065001, -113.329002 -17.521)",652,Pacific:Nazca,Divergent Boundary,0.5028735524814019
"LINESTRING (-113.329002 -17.521, -113.174004 -17.538)",653,Pacific:Nazca,Transform Boundary,0.15592827982191393
"LINESTRING (-113.174004 -17.538, -113.388 -17.993999)",654,Pacific:Nazca,Divergent Boundary,0.5037162865379928
"LINESTRING (-14.079 -17.995001, -13.519 -17.893, -12.96 -17.790001)",655,African:South American,Transform Boundary,1.1376239668059718
"LINESTRING (-14.369 -16.777, -14.224 -17.386, -14.079 -17.995001)",656,African:South American,Divergent Boundary,1.2520483145453223
"LINESTRING (-113.388 -17.993999, -113.264 -18.007999)",657,Pacific:Nazca,Transform Boundary,0.12478835856666287
"LINESTRING (67.410004 -16.659, 66.708 -17.09, 66.142998 -17.450001, 65.542 -17.783001, 65.007004 -18.058001)",658,African:Australian,Transform Boundary,2.7823221409757894
"LINESTRING (-113.264 -18.007999, -113.383003 -18.444, -113.519997 -18.757999)",659,Pacific:Nazca,Divergent Boundary,0.7945320332887356
"LINESTRING (-113.519997 -18.757999, -113.363998 -18.777)",660,Pacific:Nazca,Transform Boundary,0.15715115611862882
"LINESTRING (-12.759 -18.785, -12.477 -18.747)",661,African:South American,Transform Boundary,0.2845483719276171
"LINESTRING (-12.96 -17.790001, -12.86 -18.287001, -12.759 -18.785)",662,African:South American,Divergent Boundary,1.015098306432928
"LINESTRING (-113.363998 -18.777, -113.623001 -19.285)",663,Pacific:Nazca,Divergent Boundary,0.5702155748171583
"LINESTRING (-113.623001 -19.285, -113.498001 -19.301001)",664,Pacific:Nazca,Transform Boundary,0.12601993439800965
"LINESTRING (-12.263 -19.934999, -11.945 -19.825001)",665,African:South American,Transform Boundary,0.33648716531402656
"LINESTRING (-12.477 -18.747, -12.37 -19.341, -12.263 -19.934999)",666,African:South American,Divergent Boundary,1.2071203952715965
"LINESTRING (66.428001 -20.077999, 66.750999 -19.870001)",667,African:Australian,Transform Boundary,0.3841757680132216
"LINESTRING (65.007004 -18.058001, 65.264 -18.443001, 65.522003 -18.827999, 66.032997 -19.577, 66.428001 -20.077999)",668,African:Australian,Divergent Boundary,2.4710437916854096
"LINESTRING (67.040001 -20.218, 67.309998 -20.073)",669,African:Australian,Transform Boundary,0.30646911746778516
"LINESTRING (66.750999 -19.870001, 67.040001 -20.218)",670,African:Australian,Divergent Boundary,0.4523555563820416
"LINESTRING (-11.945 -19.825001, -11.852 -20.278)",671,African:South American,Divergent Boundary,0.4624468589895956
"LINESTRING (-11.852 -20.278, -11.971 -20.299)",672,African:South American,Transform Boundary,0.1208382085802233
"LINESTRING (67.593002 -20.368999, 67.767998 -20.280001)",673,African:Australian,Transform Boundary,0.1963267256565291
"LINESTRING (67.309998 -20.073, 67.593002 -20.368999)",674,African:Australian,Divergent Boundary,0.4095209575024486
"LINESTRING (67.897003 -20.469, 68.212997 -20.291)",675,African:Australian,Transform Boundary,0.3626791895737868
"LINESTRING (67.767998 -20.280001, 67.897003 -20.469)",676,African:Australian,Divergent Boundary,0.2288298285551326
"LINESTRING (68.212997 -20.291, 68.558998 -20.712)",677,African:Australian,Divergent Boundary,0.5449376722216561
"LINESTRING (68.558998 -20.712, 68.277 -20.878)",678,African:Australian,Transform Boundary,0.3272289926236452
"LINESTRING (-11.971 -20.299, -11.763 -21.176001)",679,African:South American,Divergent Boundary,0.9013292934848907
"LINESTRING (-11.763 -21.176001, -12.007 -21.209)",680,African:South American,Transform Boundary,0.24622174736484972
"LINESTRING (-12.007 -21.209, -11.849 -21.735001)",681,African:South American,Divergent Boundary,0.549218557866715
"LINESTRING (-11.849 -21.735001, -11.936 -21.752001)",682,African:South American,Transform Boundary,0.08864529403065112
"LINESTRING (-75.916 -15.736, -75.292 -16.33, -74.609001 -16.823, -73.948997 -17.374001, -73.400002 -17.747, -72.737 -18.257, -72.265999 -18.722, -71.746002 -19.298, -71.487 -19.811001, -71.362 -20.249001, -71.322998 -20.757999, -71.249001 -21.261999, -71.306999 -21.965)",683,South American:Nazca,Convergent Boundary,8.257123126366912
"LINESTRING (68.277 -20.878, 68.653 -21.448999, 69.202003 -22.087999)",684,African:Australian,Divergent Boundary,1.5261303017968444
"LINESTRING (-113.498001 -19.301001, -113.696999 -19.968, -113.795998 -20.320999, -113.931 -20.573999, -114.086998 -20.599001, -114.228996 -21.121, -114.318001 -21.563999, -114.378998 -21.627001, -114.420998 -22.115)",685,Pacific:Nazca,Divergent Boundary,3.0777401330581164
